ID,Date_ID,Sale_ID,Quantity,Discount,Stock_Develop
64,915,5676,9,0.0,78
65,329,162,61,0.0,47
66,329,4298,50,0.0,91
67,329,996,59,0.0,33
68,185,7630,48,0.0,96
69,1446,9468,17,0.0,37
70,410,1017,52,0.0,25
71,329,7870,71,0.0,84
72,694,6440,51,0.0,83
73,1424,7893,69,0.0,67
74,351,6864,88,0.0,75
75,1140,7917,79,0.0,86
76,1059,8530,66,0.0,46
77,44,879,57,0.0,93
78,915,9269,15,0.0,80
79,1280,4888,85,0.0,4
80,1081,4860,78,0.0,41
81,351,6332,2,0.0,54
82,44,8572,89,0.0,2
83,915,8685,27,0.0,38
84,1224,7209,52,0.0,72
85,329,5277,51,0.0,69
86,1280,2063,38,0.0,63
87,329,65,19,0.0,54
88,1140,8007,30,0.0,47
89,410,2569,74,0.0,24
90,550,5464,95,0.0,85
91,129,2028,77,0.0,22
92,775,2696,13,0.0,27
93,1140,9688,27,0.0,60
94,716,5259,46,0.0,26
95,716,5619,19,0.0,38
96,694,6737,19,0.0,65
97,694,392,41,0.0,94
98,694,5893,15,0.0,53
99,915,3562,28,0.0,22
100,550,6185,28,0.0,50
101,775,3100,50,0.0,56
102,1224,6279,33,0.0,22
103,1059,8393,44,0.0,74
104,1059,3105,55,0.0,25
105,185,7216,86,0.0,66
106,550,2455,9,0.0,79
107,1081,8997,36,0.0,75
108,915,2732,70,0.0,72
109,351,8155,2,0.0,26
110,859,9763,43,0.0,79
111,1081,5057,26,0.0,89
112,915,8111,69,0.0,23
113,185,3841,23,0.0,67
114,351,1029,60,0.0,33
115,1224,7386,6,0.0,74
116,915,503,61,0.0,33
117,1059,6911,65,0.0,7
118,1059,9063,99,0.0,11
119,129,6939,41,0.0,33
120,716,4489,97,0.0,35
121,185,207,26,0.0,95
122,550,5135,89,0.0,92
123,859,5978,13,0.0,91
124,44,7722,81,0.0,24
125,716,7036,16,0.0,16
126,351,1485,44,0.0,72
127,915,7859,30,0.0,99
128,1446,864,2,0.0,9
129,1446,2791,68,0.0,2
130,410,7409,77,0.0,7
131,1280,8756,38,0.0,45
132,915,5117,81,0.0,1
133,44,6020,23,0.0,72
134,1424,1758,29,0.0,19
135,1059,7575,57,0.0,65
136,44,6375,57,0.0,73
137,1424,6893,73,0.0,77
138,351,1679,15,0.0,63
139,44,3243,66,0.0,40
140,1140,4637,93,0.0,88
141,129,1060,98,0.0,29
142,1140,6669,81,0.0,49
143,1424,9915,78,0.0,98
144,550,3158,79,0.0,90
145,716,5916,90,0.0,78
146,1081,9790,98,0.0,56
147,1424,2694,67,0.0,8
148,1224,3628,18,0.0,95
149,915,9556,61,0.0,49
150,1081,5451,39,0.0,21
151,915,1664,7,0.0,70
152,1224,9722,87,0.0,72
153,915,5593,26,0.0,50
154,351,7393,79,0.0,24
155,185,1307,24,0.0,52
156,351,6777,84,0.0,44
157,1280,5865,37,0.0,61
158,915,9475,88,0.0,99
159,859,7527,78,0.0,70
160,1059,8902,96,0.0,21
161,1224,5576,99,0.0,4
162,1081,5531,23,0.0,50
163,1081,4414,33,0.0,12
164,1424,3749,2,0.0,21
165,1224,664,77,0.0,42
166,1081,1999,30,0.0,91
167,915,7995,61,0.0,44
168,351,1496,98,0.0,32
169,44,3305,75,0.0,83
170,494,3764,12,0.0,84
171,1424,5233,82,0.0,52
172,1280,1854,84,0.0,46
173,1446,6586,49,0.0,79
174,694,1292,77,0.0,40
175,1280,3582,6,0.0,97
176,494,7555,10,0.0,16
177,694,7281,61,0.0,14
178,44,1637,97,0.0,99
179,351,3697,50,0.0,84
180,494,699,63,0.0,26
181,185,4738,4,0.0,3
182,129,855,4,0.0,17
183,410,8165,37,0.0,18
184,129,5856,76,0.0,61
185,1424,7393,69,0.0,55
186,1424,6529,55,0.0,51
187,44,5250,89,0.0,93
188,410,5173,89,0.0,90
189,351,1708,33,0.0,3
190,44,5792,52,0.0,82
191,494,9926,63,0.0,55
192,694,5536,79,0.0,96
193,351,4932,84,0.0,41
194,44,3511,76,0.0,87
195,1224,203,78,0.0,46
196,1140,4219,22,0.0,88
197,1140,8959,88,0.0,22
198,1224,4390,76,0.0,46
199,1081,2328,84,0.0,19
200,716,8005,92,0.0,8
201,129,2932,56,0.0,89
202,329,7778,75,0.0,62
203,859,198,86,0.0,99
204,44,7126,97,0.0,45
205,694,1931,58,0.0,75
206,129,6288,78,0.0,92
207,129,8801,77,0.0,40
208,129,9340,25,0.0,93
209,1140,4283,80,0.0,41
210,1081,2512,94,0.0,31
211,44,9987,1,0.0,82
212,1224,660,28,0.0,3
213,1081,2812,95,0.0,8
214,44,7099,48,0.0,7
215,1224,6547,66,0.0,8
216,1140,9562,55,0.0,30
217,1424,1987,2,0.0,66
218,1140,8339,33,0.0,84
219,1280,2912,49,0.0,95
220,129,1735,36,0.0,26
221,44,1844,30,0.0,97
222,775,8681,98,0.0,90
223,44,2977,18,0.0,60
224,185,1960,36,0.0,87
225,410,5760,24,0.0,93
226,550,6695,1,0.0,74
227,351,2386,46,0.0,8
228,351,4737,24,0.0,41
229,1424,1803,21,0.0,7
230,1140,8156,29,0.0,91
231,694,8121,77,0.0,71
232,1224,6617,64,0.0,77
233,1059,5535,10,0.0,52
234,1424,4062,13,0.0,98
235,1424,263,11,0.0,76
236,410,6288,58,0.0,15
237,1280,8816,6,0.0,37
238,494,9209,51,0.0,56
239,1446,2050,10,0.0,63
240,44,5424,64,0.0,51
241,1446,4549,77,0.0,45
242,694,3109,35,0.0,14
243,915,7159,86,0.0,6
244,716,7401,17,0.0,46
245,550,3171,3,0.0,18
246,1081,9875,30,0.0,4
247,1224,2256,98,0.0,13
248,1140,1155,27,0.0,5
249,1446,4500,45,0.0,39
250,1140,6296,4,0.0,59
251,1140,6198,33,0.0,52
252,1140,9889,43,0.0,68
253,1081,1649,31,0.0,38
254,1140,5540,19,0.0,53
255,494,9638,11,0.0,33
256,915,4200,37,0.0,74
257,129,8446,79,0.0,5
258,129,2558,84,0.0,36
259,44,5593,61,0.0,40
260,44,99,72,0.0,94
261,351,2201,2,0.0,79
262,129,2962,50,0.0,5
263,410,4974,27,0.0,11
264,410,4434,50,0.0,99
265,351,2870,78,0.0,84
266,694,957,24,0.0,39
267,1140,8353,99,0.0,4
268,1140,5700,28,0.0,44
269,915,6945,56,0.0,46
270,550,4494,34,0.0,57
271,859,9493,81,0.0,90
272,859,4912,33,0.0,45
273,1280,3988,23,0.0,59
274,716,9720,8,0.0,79
275,410,6016,33,0.0,58
276,550,1219,64,0.0,4
277,775,4497,19,0.0,42
278,494,4736,12,0.0,80
279,410,4556,4,0.0,68
280,1059,9147,95,0.0,13
281,716,8051,63,0.0,29
282,129,3447,44,0.0,43
283,550,1046,21,0.0,61
284,1280,6894,12,0.0,58
285,1224,1694,71,0.0,99
286,716,3437,18,0.0,82
287,1424,8755,39,0.0,44
288,494,5896,75,0.0,97
289,129,3355,33,0.0,58
290,329,226,86,0.0,20
291,185,4894,72,0.0,15
292,716,7023,39,0.0,35
293,129,9152,31,0.0,17
294,129,5601,27,0.0,99
295,915,7997,92,0.0,67
296,915,9008,87,0.0,82
297,1424,7684,41,0.0,31
298,129,4643,27,0.0,79
299,1081,7680,10,0.0,11
300,775,8209,23,0.0,30
301,1081,7340,33,0.0,32
302,1059,9436,26,0.0,19
303,1280,2206,77,0.0,38
304,775,1070,31,0.0,26
305,185,3445,27,0.0,45
306,329,1061,13,0.0,54
307,694,2328,48,0.0,42
308,329,3421,55,0.0,22
309,410,302,58,0.0,24
310,550,607,47,0.0,16
311,494,3171,98,0.0,31
312,129,700,47,0.0,10
313,494,5089,71,0.0,80
314,1424,9332,44,0.0,17
315,329,191,76,0.0,12
316,185,981,5,0.0,55
317,410,2976,6,0.0,3
318,775,6103,90,0.0,46
319,716,1185,19,0.0,1
320,1140,3328,79,0.0,11
321,1081,3395,9,0.0,50
322,351,8320,77,0.0,97
323,859,1817,35,0.0,61
324,351,5855,34,0.0,72
325,494,6710,63,0.0,99
326,494,570,98,0.0,99
327,410,5443,93,0.0,73
328,1424,1896,27,0.0,65
329,1424,2734,46,0.0,29
330,859,3864,45,0.0,97
331,44,7456,12,0.0,28
332,775,4015,39,0.0,39
333,329,1687,2,0.0,83
334,550,3010,47,0.0,72
335,915,7807,53,0.0,92
336,410,155,82,0.0,28
337,1224,1410,6,0.0,19
338,129,785,94,0.0,22
339,1081,8097,85,0.0,90
340,775,7561,56,0.0,40
341,1081,7344,22,0.0,29
342,129,7207,11,0.0,51
343,1424,5597,40,0.0,38
344,494,5802,42,0.0,59
345,1059,2807,7,0.0,36
346,129,538,71,0.0,99
347,1424,5987,31,0.0,81
348,915,1842,56,0.0,91
349,775,8717,70,0.0,34
350,915,6972,90,0.0,68
351,44,5626,36,0.0,62
352,185,2951,73,0.0,7
353,410,7993,36,0.0,7
354,410,4781,3,0.0,22
355,129,2369,57,0.0,89
356,129,6656,31,0.0,31
357,410,8174,64,0.0,49
358,775,4496,30,0.0,48
359,1424,9164,95,0.0,7
360,1224,6003,43,0.0,6
361,550,6615,40,0.0,74
362,550,9359,94,0.0,4
363,410,5920,73,0.0,19
364,859,854,6,0.0,15
365,775,4147,25,0.0,59
366,494,3770,94,0.0,97
367,1424,575,26,0.0,39
368,410,1149,67,0.0,76
369,494,6294,22,0.0,46
370,1081,6458,42,0.0,47
371,1140,7510,45,0.0,59
372,351,9908,73,0.0,22
373,1224,4778,99,0.0,58
374,494,3855,7,0.0,40
375,1081,2492,37,0.0,37
376,185,3125,73,0.0,74
377,129,5692,91,0.0,64
378,44,3052,28,0.0,47
379,1081,5,97,0.0,42
380,410,5223,63,0.0,46
381,351,5316,61,0.0,74
382,859,4870,50,0.0,70
383,185,877,6,0.0,86
384,550,9184,81,0.0,90
385,694,7028,64,0.0,29
386,494,4143,87,0.0,72
387,1081,6967,89,0.0,58
388,1081,7080,83,0.0,18
389,1140,7988,29,0.0,84
390,329,6800,31,0.0,39
391,185,4466,6,0.0,17
392,1424,636,63,0.0,47
393,44,1694,34,0.0,4
394,410,9875,24,0.0,58
395,329,4753,58,0.0,52
396,694,8312,74,0.0,39
397,1280,831,59,0.0,92
398,185,5178,75,0.0,58
399,915,9562,24,0.0,75
400,550,8933,62,0.0,48
401,859,8309,2,0.0,39
402,44,5950,50,0.0,16
403,329,2839,93,0.0,52
404,1081,1151,80,0.0,34
405,775,7561,87,0.0,19
406,44,1932,35,0.0,98
407,1224,9205,43,0.0,23
408,694,1665,86,0.0,47
409,129,1082,35,0.0,55
410,494,513,6,0.0,63
411,1081,7806,56,0.0,25
412,1081,5238,87,0.0,89
413,1140,560,23,0.0,77
414,44,3673,30,0.0,6
415,1140,7405,42,0.0,58
416,915,3344,20,0.0,9
417,1280,4071,11,0.0,84
418,915,9663,88,0.0,3
419,351,581,57,0.0,50
420,410,7005,82,0.0,80
421,716,8131,27,0.0,88
422,1424,3148,53,0.0,36
423,410,4250,7,0.0,24
424,185,1680,48,0.0,18
425,1224,3507,85,0.0,67
426,716,7254,79,0.0,96
427,185,2745,72,0.0,92
428,44,9436,92,0.0,52
429,1446,5189,85,0.0,42
430,410,2142,72,0.0,42
431,1059,6618,92,0.0,1
432,185,2480,98,0.0,50
433,1059,6485,79,0.0,4
434,1059,9828,37,0.0,47
435,410,7422,91,0.0,10
436,859,9950,41,0.0,83
437,1280,4453,26,0.0,42
438,859,5882,76,0.0,85
439,329,6666,63,0.0,95
440,1446,2850,98,0.0,62
441,44,7391,95,0.0,49
442,44,6906,3,0.0,47
443,775,2490,90,0.0,66
444,1280,9824,57,0.0,55
445,915,9208,54,0.0,42
446,410,9541,70,0.0,37
447,1280,4612,58,0.0,88
448,1424,2840,20,0.0,55
449,1059,8528,51,0.0,74
450,44,5879,40,0.0,48
451,1059,9088,17,0.0,37
452,1224,6304,41,0.0,88
453,694,852,65,0.0,61
454,716,1688,13,0.0,11
455,1446,6834,82,0.0,54
456,1446,2428,64,0.0,26
457,129,9761,85,0.0,80
458,716,4001,52,0.0,38
459,1280,5053,12,0.0,90
460,329,2739,64,0.0,28
461,1140,5733,44,0.0,61
462,694,5388,12,0.0,34
463,1424,8003,26,0.0,14
464,915,5537,42,0.0,84
465,1059,3914,28,0.0,29
466,1140,1067,44,0.0,52
467,410,7724,89,0.0,18
468,1081,4381,85,0.0,10
469,351,4108,48,0.0,6
470,859,5727,50,0.0,29
471,1059,3374,11,0.0,8
472,329,8946,73,0.0,28
473,1446,2083,99,0.0,7
474,775,8968,36,0.0,2
475,129,6749,29,0.0,79
476,185,9818,40,0.0,98
477,185,418,17,0.0,78
478,1081,8307,37,0.0,44
479,1081,8809,49,0.0,39
480,1424,3975,72,0.0,54
481,1224,3268,53,0.0,1
482,351,826,69,0.0,44
483,44,7669,23,0.0,75
484,915,5746,54,0.0,84
485,550,9709,10,0.0,48
486,1280,413,47,0.0,34
487,329,7544,79,0.0,76
488,185,7588,80,0.0,29
489,1280,729,27,0.0,79
490,329,7165,32,0.0,96
491,1446,8868,56,0.0,62
492,694,5989,51,0.0,95
493,1446,2505,46,0.0,40
494,859,2968,35,0.0,76
495,129,2787,88,0.0,71
496,329,1123,31,0.0,4
497,694,4080,35,0.0,61
498,1280,1572,80,0.0,50
499,1059,5074,62,0.0,95
500,1140,5105,36,0.0,35
501,1424,2144,76,0.0,27
502,1081,9880,60,0.0,21
503,1424,6807,80,0.0,87
504,44,7358,49,0.0,80
505,1059,3441,69,0.0,19
506,1081,3767,69,0.0,91
507,185,5645,20,0.0,91
508,716,2915,48,0.0,84
509,351,4969,38,0.0,26
510,1224,5918,55,0.0,60
511,1059,8788,96,0.0,55
512,694,729,11,0.0,14
513,1424,1366,75,0.0,89
514,550,4493,49,0.0,51
515,716,699,92,0.0,13
516,716,7187,12,0.0,16
517,1224,396,46,0.0,65
518,1140,7401,31,0.0,66
519,494,8083,40,0.0,19
520,550,4172,94,0.0,46
521,351,4361,84,0.0,31
522,1140,2503,27,0.0,47
523,1140,718,25,0.0,28
524,1140,2783,50,0.0,78
525,694,4947,98,0.0,29
526,185,5487,35,0.0,30
527,44,8336,43,0.0,50
528,1280,4981,52,0.0,40
529,410,7267,5,0.0,75
530,859,4492,39,0.0,28
531,1140,7193,63,0.0,30
532,694,5589,72,0.0,70
533,1280,7652,19,0.0,97
534,915,3637,18,0.0,18
535,775,1168,80,0.0,16
536,915,1063,83,0.0,41
537,915,2157,79,0.0,2
538,694,7861,93,0.0,54
539,494,5162,79,0.0,53
540,1424,5306,29,0.0,1
541,44,6542,17,0.0,84
542,129,4730,15,0.0,89
543,915,9349,40,0.0,55
544,1081,7331,75,0.0,45
545,351,5335,3,0.0,53
546,694,8925,77,0.0,41
547,859,4331,38,0.0,94
548,1446,8011,9,0.0,62
549,329,6802,84,0.0,19
550,1446,4847,48,0.0,83
551,1446,6732,90,0.0,24
552,694,7242,57,0.0,46
553,329,954,76,0.0,91
554,1446,2540,49,0.0,86
555,410,7057,95,0.0,72
556,410,1543,2,0.0,12
557,351,5294,33,0.0,53
558,1224,1192,16,0.0,89
559,1280,6314,5,0.0,47
560,1424,6939,53,0.0,91
561,1424,2682,81,0.0,82
562,1280,9410,63,0.0,48
563,494,1541,56,0.0,57
564,859,6173,32,0.0,58
565,859,5542,15,0.0,37
566,550,9581,61,0.0,55
567,351,1366,12,0.0,54
568,716,8692,17,0.0,17
569,915,9873,10,0.0,80
570,494,8703,90,0.0,93
571,1446,7495,44,0.0,57
572,1424,4313,92,0.0,16
573,775,1325,28,0.0,18
574,410,9348,87,0.0,82
575,129,3142,20,0.0,84
576,410,7420,81,0.0,48
577,775,3487,52,0.0,77
578,351,1811,8,0.0,56
579,494,6589,79,0.0,31
580,1280,2924,87,0.0,66
581,716,5302,78,0.0,64
582,915,4187,27,0.0,35
583,329,8906,77,0.0,24
584,859,5978,39,0.0,57
585,44,4269,89,0.0,62
586,550,4749,90,0.0,72
587,44,4850,63,0.0,26
588,859,9436,75,0.0,48
589,44,3710,38,0.0,57
590,129,9274,73,0.0,53
591,1059,6620,97,0.0,65
592,329,8648,51,0.0,73
593,129,9087,80,0.0,73
594,329,9577,84,0.0,6
595,1081,3073,7,0.0,93
596,1446,6531,33,0.0,32
597,915,505,77,0.0,44
598,775,1215,47,0.0,24
599,550,1532,35,0.0,52
600,44,7577,68,0.0,50
601,1424,824,63,0.0,59
602,775,929,95,0.0,94
603,329,5030,94,0.0,87
604,1140,134,3,0.0,84
605,1280,2106,41,0.0,14
606,44,3628,91,0.0,23
607,1081,6317,32,0.0,54
608,1081,1853,47,0.0,25
609,129,4911,38,0.0,59
610,410,4176,6,0.0,69
611,859,5349,62,0.0,52
612,185,9443,8,0.0,34
613,44,6191,54,0.0,1
614,329,1257,88,0.0,95
615,329,3377,79,0.0,84
616,1081,5646,25,0.0,62
617,1424,3487,27,0.0,45
618,1081,3585,13,0.0,67
619,1446,9589,84,0.0,33
620,1081,8054,5,0.0,23
621,1059,3331,71,0.0,40
622,550,2704,58,0.0,55
623,915,8663,69,0.0,42
624,859,8121,28,0.0,40
625,351,7115,37,0.0,64
626,1280,1354,93,0.0,12
627,550,5064,37,0.0,21
628,915,8550,7,0.0,30
629,1140,7576,46,0.0,12
630,1081,668,90,0.0,96
631,1140,4469,58,0.0,21
632,859,9338,83,0.0,33
633,775,6820,74,0.0,93
634,1081,3720,56,0.0,29
635,550,2746,84,0.0,69
636,1081,7484,95,0.0,16
637,1280,540,6,0.0,68
638,859,4965,79,0.0,70
639,1224,4836,88,0.0,87
640,775,3776,30,0.0,47
641,1140,6043,9,0.0,59
642,44,7103,65,0.0,71
643,410,7313,50,0.0,21
644,185,5321,15,0.0,30
645,915,6133,58,0.0,39
646,1140,7892,6,0.0,12
647,1446,2780,79,0.0,63
648,716,925,71,0.0,38
649,775,1582,46,0.0,98
650,915,7715,91,0.0,17
651,329,3325,10,0.0,25
652,859,5714,96,0.0,59
653,1140,7027,85,0.0,43
654,410,256,44,0.0,61
655,410,4805,37,0.0,93
656,694,1839,54,0.0,28
657,1081,10,78,0.0,87
658,775,2872,39,0.0,96
659,351,8990,60,0.0,64
660,1280,7410,41,0.0,34
661,44,7419,48,0.0,13
662,859,5125,78,0.0,68
663,716,1016,2,0.0,41
664,185,2194,24,0.0,66
665,775,8416,10,0.0,60
666,1280,7450,42,0.0,62
667,716,4159,6,0.0,91
668,859,3926,3,0.0,86
669,1446,6971,62,0.0,92
670,351,6939,34,0.0,5
671,410,4785,90,0.0,95
672,44,4001,74,0.0,40
673,329,1634,38,0.0,46
674,775,7267,54,0.0,39
675,775,8703,85,0.0,94
676,329,385,25,0.0,23
677,716,405,66,0.0,14
678,1280,8176,36,0.0,36
679,351,2001,65,0.0,1
680,716,9861,44,0.0,15
681,129,5990,36,0.0,61
682,915,1461,44,0.0,26
683,1280,7191,88,0.0,85
684,494,7141,74,0.0,36
685,329,3637,35,0.0,24
686,329,4810,60,0.0,39
687,1224,4179,86,0.0,21
688,494,7246,47,0.0,35
689,44,6601,98,0.0,28
690,694,5998,96,0.0,76
691,494,2049,16,0.0,23
692,694,4781,94,0.0,18
693,859,717,36,0.0,56
694,1446,7940,59,0.0,6
695,329,5566,61,0.0,67
696,1446,4545,95,0.0,21
697,915,4977,94,0.0,10
698,1446,3420,69,0.0,24
699,915,7240,88,0.0,74
700,1140,9767,46,0.0,75
701,44,250,91,0.0,32
702,1280,8866,14,0.0,34
703,494,771,77,0.0,80
704,915,4364,20,0.0,51
705,550,1078,28,0.0,25
706,351,8428,6,0.0,38
707,1424,8581,73,0.0,46
708,1140,7902,22,0.0,8
709,1059,4859,87,0.0,53
710,1424,6545,8,0.0,96
711,915,4720,1,0.0,97
712,694,2815,71,0.0,31
713,44,3375,61,0.0,45
714,1224,1253,61,0.0,32
715,44,6997,76,0.0,14
716,775,4674,39,0.0,83
717,859,4531,81,0.0,3
718,410,6882,50,0.0,66
719,1424,6950,80,0.0,63
720,410,9522,68,0.0,7
721,716,6242,9,0.0,25
722,775,8018,9,0.0,71
723,1224,6942,91,0.0,24
724,694,9551,76,0.0,12
725,410,7003,34,0.0,73
726,716,1332,23,0.0,3
727,775,4262,99,0.0,36
728,1224,7649,9,0.0,18
729,1059,9551,77,0.0,28
730,410,5116,50,0.0,61
731,1140,4638,58,0.0,34
732,859,4855,43,0.0,70
733,1224,3178,2,0.0,72
734,329,7731,66,0.0,69
735,185,2181,29,0.0,88
736,1424,4893,45,0.0,90
737,915,7044,57,0.0,47
738,775,138,22,0.0,83
739,550,6328,43,0.0,21
740,1081,3473,85,0.0,78
741,1224,5450,59,0.0,76
742,351,2833,6,0.0,81
743,1280,3580,57,0.0,95
744,1140,5972,28,0.0,55
745,1446,4165,80,0.0,42
746,185,7942,1,0.0,46
747,329,5570,23,0.0,54
748,44,4301,8,0.0,30
749,775,6270,61,0.0,95
750,694,3819,72,0.0,75
751,1059,1907,1,0.0,22
752,550,6255,11,0.0,88
753,329,761,8,0.0,53
754,185,7831,51,0.0,20
755,129,7351,31,0.0,25
756,351,6239,36,0.0,35
757,351,6091,72,0.0,79
758,1140,6032,88,0.0,12
759,915,7688,91,0.0,75
760,716,9092,29,0.0,6
761,44,9912,82,0.0,64
762,1446,8473,73,0.0,2
763,351,1888,36,0.0,2
764,185,3267,38,0.0,14
765,859,667,78,0.0,16
766,494,4189,13,0.0,25
767,915,672,40,0.0,18
768,859,6778,52,0.0,72
769,716,7571,24,0.0,99
770,716,7957,61,0.0,51
771,694,5125,78,0.0,71
772,185,5586,72,0.0,76
773,185,4778,12,0.0,13
774,775,3901,52,0.0,36
775,716,6678,95,0.0,62
776,1140,6982,98,0.0,95
777,1280,6377,85,0.0,94
778,351,524,4,0.0,12
779,1140,2394,11,0.0,36
780,1140,2594,56,0.0,16
781,129,9946,7,0.0,8
782,185,7241,55,0.0,20
783,351,6938,76,0.0,18
784,716,6191,63,0.0,52
785,694,5241,5,0.0,40
786,1140,6494,3,0.0,80
787,716,2879,96,0.0,18
788,185,4144,64,0.0,33
789,44,3645,99,0.0,77
790,1446,4433,12,0.0,87
791,1224,1277,94,0.0,27
792,775,5812,33,0.0,55
793,859,303,40,0.0,59
794,1424,639,41,0.0,80
795,44,56,3,0.0,73
796,775,8718,26,0.0,22
797,716,8151,38,0.0,97
798,1424,2126,34,0.0,75
799,1059,365,67,0.0,47
800,494,6810,78,0.0,37
801,1424,4622,14,0.0,93
802,1081,5127,81,0.0,54
803,1140,5123,79,0.0,45
804,1446,1647,12,0.0,59
805,775,919,39,0.0,87
806,915,2798,94,0.0,10
807,329,6507,62,0.0,16
808,775,5871,49,0.0,14
809,1140,1532,59,0.0,91
810,494,8173,51,0.0,70
811,1224,3346,71,0.0,76
812,410,7674,35,0.0,64
813,716,6950,51,0.0,69
814,775,6883,31,0.0,57
815,1224,1907,40,0.0,61
816,716,3087,37,0.0,29
817,1224,8153,14,0.0,64
818,410,5751,58,0.0,48
819,1424,8906,28,0.0,85
820,329,1063,12,0.0,33
821,775,1977,70,0.0,17
822,1424,1297,68,0.0,78
823,410,6230,97,0.0,80
824,185,7642,56,0.0,29
825,550,126,5,0.0,47
826,1224,4633,9,0.0,36
827,1446,6289,62,0.0,87
828,129,3597,82,0.0,44
829,716,6169,96,0.0,45
830,410,9796,95,0.0,38
831,44,7562,34,0.0,94
832,1081,8259,40,0.0,34
833,915,233,91,0.0,37
834,1224,9362,39,0.0,43
835,1140,6372,13,0.0,95
836,1446,4207,4,0.0,27
837,915,9686,9,0.0,43
838,185,7944,72,0.0,80
839,550,6892,6,0.0,53
840,1081,6739,33,0.0,78
841,44,2473,70,0.0,82
842,44,2740,48,0.0,44
843,716,5402,81,0.0,58
844,550,1762,37,0.0,29
845,1140,877,77,0.0,98
846,185,3813,22,0.0,97
847,44,9505,50,0.0,98
848,550,1461,19,0.0,69
849,716,1734,28,0.0,30
850,859,1606,64,0.0,56
851,494,5623,58,0.0,28
852,915,6768,25,0.0,15
853,351,6987,72,0.0,71
854,44,3518,58,0.0,8
855,1424,3736,32,0.0,98
856,859,9353,47,0.0,43
857,915,8435,75,0.0,81
858,329,2591,38,0.0,74
859,1059,1064,18,0.0,26
860,550,4325,27,0.0,53
861,859,9112,37,0.0,1
862,694,5343,42,0.0,56
863,1446,6,36,0.0,68
864,859,7490,34,0.0,66
865,716,8660,15,0.0,12
866,1446,8196,61,0.0,16
867,1424,5967,77,0.0,23
868,329,8838,27,0.0,91
869,1224,118,19,0.0,99
870,694,2552,77,0.0,50
871,44,5561,7,0.0,73
872,410,4290,61,0.0,43
873,915,847,1,0.0,2
874,859,6317,21,0.0,20
875,915,6470,16,0.0,86
876,1280,9334,49,0.0,77
877,44,8916,29,0.0,31
878,550,225,88,0.0,57
879,915,4209,83,0.0,96
880,185,6284,91,0.0,91
881,129,2049,47,0.0,30
882,775,6234,1,0.0,62
883,550,9766,91,0.0,92
884,44,1829,14,0.0,33
885,185,1918,75,0.0,22
886,1059,4235,87,0.0,95
887,185,6989,47,0.0,61
888,1081,2027,60,0.0,74
889,44,3745,84,0.0,69
890,185,9094,26,0.0,78
891,716,10,18,0.0,27
892,694,261,36,0.0,37
893,1224,6039,94,0.0,63
894,1059,9866,53,0.0,9
895,1059,2220,68,0.0,57
896,44,7042,83,0.0,88
897,329,2061,62,0.0,67
898,775,5288,69,0.0,49
899,329,1620,66,0.0,42
900,1446,8513,10,0.0,8
901,1081,1343,58,0.0,21
902,694,2833,49,0.0,21
903,1140,2825,55,0.0,75
904,859,1995,43,0.0,15
905,494,3491,75,0.0,84
906,410,9311,51,0.0,44
907,1424,7985,22,0.0,4
908,1280,1605,43,0.0,88
909,694,236,8,0.0,96
910,494,1909,3,0.0,8
911,410,8568,41,0.0,90
912,1446,3531,53,0.0,89
913,915,5257,40,0.0,22
